Timestamp,Email Address,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
5/10/2025 21:20,,20,Female,Malaysian,"RM10,971 – RM15,040",10,A,B,C+,C,E,None,A,None,None,None,None,None,7.29,"""- Class Monitor
- Represented School in Drama
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive""",2.67,2.55,Actuarial Science / Statistics,No
5/10/2025 21:23,,23,Female,Malaysian,"RM10,971 – RM15,040",9,A-,A+,A+,C+,None,B,C+,None,None,A,None,None,5.47,"""- Attended Motivational Camp
- Participated in School Clean-up
- Booth Helper during Sports Day
- Member of Library Club
- Joined Photography Club""",3.84,3.53,Engineering,No
5/10/2025 21:26,,22,Female,Malaysian,"RM7,101 – RM10,970",9,C+,B+,A,C+,A,None,C,None,B+,G,C,G,7,"""- Class Monitor
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Represented School in Drama
- Assistant Treasurer of Club""",3.45,3.96,Accounting,No
5/10/2025 21:29,,20,Female,Malaysian,"RM4,851 – RM7,100",8,G,A+,B,A-,D,None,A-,None,B,None,D,None,7.86,"""- Represented School in Drama
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Class Monitor
- Volunteer in Blood Donation Drive""",3.79,2.67,Accounting,No
5/10/2025 21:32,,23,Female,Malaysian,"RM7,101 – RM10,970",8,C,B+,B+,C+,None,G,G,None,None,None,A+,D,8.53,"""- Member of Library Club
- Attended Motivational Camp
- Joined Photography Club
- Booth Helper during Sports Day
- Participated in School Clean-up""",3.71,3.48,Economics / Public Policy,No
5/10/2025 21:36,,20,Female,Malaysian,"RM10,971 – RM15,040",9,E,A+,C,B+,C+,None,A,B,D,None,None,D,7.05,"""- Represented School in Drama
- Class Monitor
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive""",3.56,2.3,"Business, Management & Finance",No
5/10/2025 21:39,,22,Female,Malaysian,"RM10,971 – RM15,040",10,C+,E,A+,B,None,B,G,B+,None,C+,None,C+,9.38," - Attended Motivational Camp
- participated in school Clean-Up
- joined Photography Club
- Booth Helper during Sports Day
- Member of Library Club",3.05,2.6,Economics / Public Policy,No
5/10/2025 21:41,,22,Female,Malaysian,"Below RM4,850",10,B+,A-,C+,B+,D,None,None,None,None,None,E,None,6.26," - volunteer in Blood Donation Drive
- Class Monitor
- Represented school in Drama
- Committee Member of eco Club
- Assistant Treasurer of Club",3.06,3.07,Accounting,No
5/10/2025 21:44,,22,Female,Malaysian,"Below RM4,850",9,E,E,B,D,None,A,D,C,None,A,B,A-,7.23," - Represented school in Drama
- Committee Member of eco Club
- Assistant Treasurer of Club
- volunteer in Blood Donation Drive
- Class Monitor",3.21,3.01,"Business, Management & Finance",No
5/10/2025 21:46,,23,Female,Malaysian,"Below RM4,850",9,A,A+,B+,E,None,C,C+,E,None,B,C+,None,6.19," - National debate champion
- President of Robotics Club
- state-Level Math Olympiad
- best Prefect Award
- Lead Organizer of Innovation Fair",3.68,2.69,Accounting,No
5/10/2025 21:49,,Others,Female,Malaysian,"Below RM4,850",8,B,D,A-,G,E,None,A-,None,None,None,B+,C+,7.66," - participated in school Clean-Up
- Booth Helper during Sports Day
- joined Photography Club
- Attended Motivational Camp
- Member of Library Club",3.34,2.36,Engineering,No
5/10/2025 21:51,,21,Female,Malaysian,"RM7,101 – RM10,970",8,D,E,A-,E,None,A,None,D,None,None,None,E,9.87," - Booth Helper during Sports Day
- Member of Library Club
- joined Photography Club
- participated in school Clean-Up
- Attended Motivational Camp",3.7,3.54,Law / Legal Studies,No
5/10/2025 21:54,,Others,Female,Malaysian,"RM7,101 – RM10,970",10,D,A+,A-,E,B,None,G,None,A,G,None,None,5.72," - Booth Helper during Sports Day
- joined Photography Club
- Attended Motivational Camp
- Member of Library Club
- participated in school Clean-Up",3.52,3.93,"Business, Management & Finance",No
5/10/2025 21:56,,Others,Female,Malaysian,"RM10,971 – RM15,040",8,C+,G,G,E,C+,E,C,C+,C+,D,None,D,8.58," - Class Monitor
- Assistant Treasurer of Club
- Represented school in Drama
- Committee Member of eco Club
- volunteer in Blood Donation Drive",3.59,3,Computer Science & Information Technology,No
5/10/2025 21:58,,23,Female,Malaysian,"Above RM15,040",8,B+,B,D,E,None,A,None,C,C,None,A-,B,8.41," - Represented school in Drama
- Assistant Treasurer of Club
- Committee Member of eco Club
- Class Monitor
- volunteer in Blood Donation Drive",3.33,2.37,Economics / Public Policy,No
5/10/2025 22:01,,23,Female,Malaysian,"RM7,101 – RM10,970",9,D,B+,A+,A+,B,None,D,B,D,None,None,B,7.21," - Attended Motivational Camp
- Booth Helper during Sports Day
- participated in school Clean-Up
- joined Photography Club
- Member of Library Club",3.8,3.37,Science & Mathematics,No
5/10/2025 22:05,,22,Female,Malaysian,"Below RM4,850",9,G,A+,B,A-,A-,None,A-,A+,C,None,None,B,7.41," - Committee Member of eco Club
- Represented school in Drama
- volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Class Monitor",3.4,2.58,Law / Legal Studies,No
5/10/2025 22:07,,21,Female,Malaysian,"RM7,101 – RM10,970",10,B,B,C+,A,None,A-,E,D,A-,A-,None,None,8.87," - Assistant Treasurer of Club
- Committee Member of eco Club
- Represented school in Drama
- volunteer in Blood Donation Drive
- Class Monitor",2.67,2.52,"Business, Management & Finance",No
5/10/2025 22:11,,20,Female,Malaysian,"RM7,101 – RM10,970",9,C+,A-,D,G,None,A-,None,A,A-,None,B+,A,6.84," - Attended Motivational Camp
- Member of Library Club
- participated in school Clean-Up
- joined Photography Club
- Booth Helper during Sports Day",2.56,2.48,"Business, Management & Finance",No
5/10/2025 22:13,,23,Female,Malaysian,"Above RM15,040",10,D,A,B,A+,B,None,A,None,None,B+,C+,A-,9.15," - Booth Helper during Sports Day
- Member of Library Club
- joined Photography Club
- Attended Motivational Camp
- participated in school Clean-Up",3.26,2.42,Computer Science & Information Technology,No
5/10/2025 22:16,,23,Female,Malaysian,"Below RM4,850",9,B+,B,A-,E,A,None,None,None,None,G,A,C+,9.9," - participated in school Clean-Up
- joined Photography Club
- Booth Helper during Sports Day
- Attended Motivational Camp
- Member of Library Club",2.67,3.97,Law / Legal Studies,No
5/10/2025 22:18,,21,Female,Malaysian,"RM4,851 – RM7,100",10,B,B+,E,C,None,G,A,None,E,A,G,None,6.46,"""- Assistant Treasurer of Club
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Class Monitor
- Represented School in Drama""",3.61,3.09,Law / Legal Studies,No
5/10/2025 22:18,,20,Female,Malaysian,"Below RM4,850",9,D,C+,B,E,A,None,A,D,None,D,C,C,5.54," - Attended Motivational Camp
- participated in school Clean-Up
- Booth Helper during Sports Day
- joined Photography Club
- Member of Library Club",2.52,3.45,"Business, Management & Finance",No
5/10/2025 22:20,,23,Female,Malaysian,"RM10,971 – RM15,040",8,C,B,C+,G,None,D,B,A-,A,None,None,None,5.08,"""- Assistant Treasurer of Club
- Committee Member of Eco Club
- Class Monitor
- Represented School in Drama
- Volunteer in Blood Donation Drive""",2.52,3.41,Science & Mathematics,No
5/10/2025 22:21,,22,Female,Malaysian,"RM10,971 – RM15,040",10,G,D,B,G,None,C,None,A-,A,None,None,A+,5.65,"""- Represented School in Drama
- Assistant Treasurer of Club
- Class Monitor
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive""",2.95,3.09,"Business, Management & Finance",No
5/10/2025 22:23,,22,Female,Malaysian,"RM10,971 – RM15,040",9,A,A,A-,C,None,G,None,None,None,C+,None,G,9.14," - Class Monitor
- Committee Member of eco Club
- Assistant Treasurer of Club
- Represented school in Drama
- volunteer in Blood Donation Drive",2.92,3.51,Computer Science & Information Technology,No
5/10/2025 22:23,,22,Female,Malaysian,"Below RM4,850",8,A-,D,D,D,D,None,B+,C,A+,C,G,None,8.55,"""- Member of Library Club
- Booth Helper during Sports Day
- Attended Motivational Camp
- Joined Photography Club
- Participated in School Clean-up""",3.23,3.3,Accounting,No
5/10/2025 22:25,,22,Female,Malaysian,"RM7,101 – RM10,970",10,C,C+,D,G,None,D,A-,None,B,B+,None,A,8.56," - Attended Motivational Camp
- participated in school Clean-Up
- Booth Helper during Sports Day
- Member of Library Club
- joined Photography Club",3.07,3.45,Actuarial Science / Statistics,No
5/10/2025 22:28,,20,Female,Malaysian,"Above RM15,040",10,A,E,D,D,B,None,D,E,E,None,None,C,9.34," - Attended Motivational Camp
- participated in school Clean-Up
- joined Photography Club
- Booth Helper during Sports Day
- Member of Library Club",3.16,2.36,Science & Mathematics,No
5/10/2025 22:30,,20,Female,Malaysian,"RM7,101 – RM10,970",10,A-,D,C,A-,None,C,A,D,None,None,None,A-,7.29," - participated in school Clean-Up
- Booth Helper during Sports Day
- joined Photography Club
- Member of Library Club
- Attended Motivational Camp",3.65,2.78,Actuarial Science / Statistics,No
5/10/2025 22:33,,20,Female,Malaysian,"Above RM15,040",8,C+,C+,G,A+,None,C,C+,None,A+,None,B,D,9.51," - Attended Motivational Camp
- Booth Helper during Sports Day
- Member of Library Club
- joined Photography Club
- participated in school Clean-Up",2.53,2.85,Economics / Public Policy,No
5/10/2025 22:35,,22,Female,Malaysian,"RM10,971 – RM15,040",10,C,B,A+,D,C+,None,C,A,None,B+,E,None,8.17," - Represented school in Drama
- volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Class Monitor
- Committee Member of eco Club",3.25,3.74,"Business, Management & Finance",No
5/10/2025 22:39,,23,Female,Malaysian,"Above RM15,040",9,B,A+,B,G,None,B+,A,None,G,A,B+,None,6.85," - volunteer in Blood Donation Drive
- Committee Member of eco Club
- Assistant Treasurer of Club
- Represented school in Drama
- Class Monitor",3.15,3.22,Accounting,No
5/10/2025 22:41,,21,Female,Malaysian,"RM7,101 – RM10,970",10,D,E,A-,A+,G,None,D,E,None,None,None,None,8.5," - Committee Member of eco Club
- Represented school in Drama
- Class Monitor
- volunteer in Blood Donation Drive
- Assistant Treasurer of Club",2.86,3.57,Actuarial Science / Statistics,No
5/10/2025 22:44,,23,Female,Malaysian,"RM10,971 – RM15,040",9,A,B+,C,B,None,A-,G,B+,B+,B,E,None,6.82," - Committee Member of eco Club
- Represented school in Drama
- Assistant Treasurer of Club
- Class Monitor
- volunteer in Blood Donation Drive",2.54,3.64,Computer Science & Information Technology,No
5/10/2025 22:47,,21,Female,Malaysian,"Above RM15,040",8,A+,D,A+,A+,C+,None,A,None,C+,None,None,A-,5.8," - Member of Library Club
- Attended Motivational Camp
- Booth Helper during Sports Day
- joined Photography Club
- participated in school Clean-Up",3.83,2.7,Actuarial Science / Statistics,No
5/10/2025 22:50,,20,Female,Malaysian,"RM7,101 – RM10,970",9,G,C,B+,C,A-,None,B+,None,B,None,E,A,6.24," - Class Monitor
- Assistant Treasurer of Club
- volunteer in Blood Donation Drive
- Committee Member of eco Club
- Represented school in Drama",3.82,3.89,Accounting,No
5/10/2025 22:55,,Others,Female,Malaysian,"RM10,971 – RM15,040",9,A+,E,A+,C,None,E,C,None,G,None,C,B,8.49,"""- Participated in School Clean-up
- Booth Helper during Sports Day
- Joined Photography Club
- Attended Motivational Camp
- Member of Library Club",3.38,3.46,Engineering,No
5/10/2025 22:55,,21,Female,Malaysian,"RM7,101 – RM10,970",10,A+,G,A+,A+,B,None,B,None,None,None,None,None,5.8," - participated in school Clean-Up
- Member of Library Club
- Attended Motivational Camp
- joined Photography Club
- Booth Helper during Sports Day",2.95,3.89,Computer Science & Information Technology,No
5/10/2025 22:56,,Others,Female,Malaysian,"RM10,971 – RM15,040",8,B,C,C,C+,None,A-,B,None,D,B+,C,C,9.69,"""""""- Participated in School Clean-up
- Booth Helper during Sports Day
- Attended Motivational Camp
- Member of Library Club
- Joined Photography Club""""""",4,2.91,Actuarial Science / Statistics,No
5/10/2025 22:58,,23,Female,Malaysian,"RM7,101 – RM10,970",9,A-,D,C+,C,B,None,None,None,None,C,None,C,9.32," - National debate champion
- President of Robotics Club
- state-Level Math Olympiad
- best Prefect Award
- Lead Organizer of Innovation Fair",3.73,3.7,"Business, Management & Finance",No
5/10/2025 22:58,,21,Female,Malaysian,"RM4,851 – RM7,100",8,E,A+,A,C+,None,A,A,D,C+,None,None,None,7.56,"""""""- Represented School in Drama
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Class Monitor
- Assistant Treasurer of Club""""""",3.7,3.94,Engineering,No
5/10/2025 22:59,,23,Female,Malaysian,"Below RM4,850",10,G,A,E,A+,A-,None,B+,None,B,None,A+,A,5.35,"""""""- Booth Helper during Sports Day
- Member of Library Club
- Attended Motivational Camp
- Participated in School Clean-up
- Joined Photography Club""""""",3.16,3.01,Accounting,No
5/10/2025 23:00,,23,Female,Malaysian,"Above RM15,040",8,C,G,E,C+,None,A+,None,None,D,None,C,B,6.23," - Committee Member of eco Club
- Assistant Treasurer of Club
- Class Monitor
- volunteer in Blood Donation Drive
- Represented school in Drama",3.77,3.47,Computer Science & Information Technology,No
5/10/2025 23:00,,21,Female,Malaysian,"RM10,971 – RM15,040",9,E,A-,A,B,None,C,B+,E,B+,C,C,None,9.74,"""""""- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Represented School in Drama
- Class Monitor""""""",3.66,3.52,Law / Legal Studies,No
5/10/2025 23:01,,22,Female,Malaysian,"Below RM4,850",8,C+,C,A-,C,C,None,None,None,None,None,E,None,6.81,"""""""- Member of Library Club
- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club
- Attended Motivational Camp""""""",2.51,2.78,Others,No
5/10/2025 23:02,,22,Female,Malaysian,"RM4,851 – RM7,100",10,D,B+,E,G,None,C+,None,None,B+,None,E,A-,7.36,"""""""- National Debate Champion
- President of Robotics Club
- State-level Math Olympiad
- Best Prefect Award
- Lead Organizer of Innovation Fair""""""",3.31,2.66,Economics / Public Policy,No
5/10/2025 23:05,,22,Female,Malaysian,"RM7,101 – RM10,970",9,A-,A+,A+,E,None,B+,None,C,None,A+,None,E,6.45,"""""""- Committee Member of Eco Club
- Assistant Treasurer of Club
- Represented School in Drama
- Volunteer in Blood Donation Drive
- Class Monitor""""""",3.18,3.97,Actuarial Science / Statistics,No
5/10/2025 23:06,,23,Female,Malaysian,"Above RM15,040",10,E,G,B+,C+,None,B,G,None,None,None,C+,None,5.56,"""""""- Booth Helper during Sports Day
- Participated in School Clean-up
- Attended Motivational Camp
- Member of Library Club
- Joined Photography Club""""""",3.74,2.44,Science & Mathematics,No
5/10/2025 23:07,,20,Female,Malaysian,"RM4,851 – RM7,100",9,D,A,C+,E,None,G,C,None,C,None,None,None,8.52,"""""""- Participated in School Clean-up
- Joined Photography Club
- Attended Motivational Camp
- Booth Helper during Sports Day
- Member of Library Club""""""",3.57,2.52,Actuarial Science / Statistics,No
5/10/2025 23:08,,23,Female,Malaysian,"Above RM15,040",8,B+,D,D,A+,E,None,A,None,A,B,A,B,9.95,"""""""- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Represented School in Drama
- Committee Member of Eco Club
- Class Monitor""""""",2.71,3.3,Accounting,No
5/10/2025 23:08,,23,Female,Malaysian,"RM7,101 – RM10,970",9,A-,B,A-,G,None,B,C,C,None,None,None,A+,9.58," - Member of Library Club
- joined Photography Club
- Attended Motivational Camp
- participated in school Clean-Up
- Booth Helper during Sports Day",2.89,3.75,Economics / Public Policy,No
5/10/2025 23:09,,20,Female,Malaysian,"RM7,101 – RM10,970",10,B+,A-,D,A+,E,None,A+,G,D,None,None,G,5.23,"""""""- Represented School in Drama
- Class Monitor
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club""""""",3.8,2.85,"Business, Management & Finance",No
5/10/2025 23:10,,23,Female,Malaysian,"Above RM15,040",9,B+,C,C+,E,D,None,None,None,None,None,A+,None,8.39,"""""""- Member of Library Club
- Attended Motivational Camp
- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club""""""",3.93,3.22,Accounting,No
5/10/2025 23:11,,20,Female,Malaysian,"Above RM15,040",9,B,A-,A,C+,G,None,E,D,None,B+,None,B,6.08," - Class Monitor
- Assistant Treasurer of Club
- Committee Member of eco Club
- Represented school in Drama
- volunteer in Blood Donation Drive",3.4,3.99,Actuarial Science / Statistics,No
5/10/2025 23:11,,Others,Female,Malaysian,"Above RM15,040",8,D,E,A+,A,A+,None,B+,G,E,None,A+,A+,6.37,"""""""- Joined Photography Club
- Participated in School Clean-up
- Attended Motivational Camp
- Member of Library Club
- Booth Helper during Sports Day""""""",2.89,2.49,Economics / Public Policy,No
5/10/2025 23:12,,20,Female,Malaysian,"RM4,851 – RM7,100",9,A-,B,A,A-,None,C,A+,None,A+,None,A,C,9.41,"""""""- National Debate Champion
- President of Robotics Club
- State-level Math Olympiad
- Best Prefect Award
- Lead Organizer of Innovation Fair""""""",2.89,3.9,"Business, Management & Finance",No
5/10/2025 23:13,,21,Female,Malaysian,"RM4,851 – RM7,100",9,C,A-,A+,B,None,B+,B+,D,D,C+,None,B+,8.42," - participated in school Clean-Up
- Booth Helper during Sports Day
- Attended Motivational Camp
- Member of Library Club
- joined Photography Club",2.58,3.88,Science & Mathematics,No
5/10/2025 23:13,,23,Female,Malaysian,"Below RM4,850",9,G,G,B+,D,None,A,C+,C,A+,B+,None,E,9.8,"""""""- Attended Motivational Camp
- Joined Photography Club
- Booth Helper during Sports Day
- Member of Library Club
- Participated in School Clean-up""""""",3.35,3.06,Economics / Public Policy,No
5/10/2025 23:14,,23,Female,Malaysian,"Above RM15,040",9,A-,C+,E,A-,E,None,None,None,A+,D,E,E,8.09,"""""""- Represented School in Drama
- Committee Member of Eco Club
- Class Monitor
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive""""""",3.4,3.73,Science & Mathematics,No
5/10/2025 23:15,,21,Female,Malaysian,"RM7,101 – RM10,970",10,B+,G,E,B,A-,None,None,B,A,None,None,B,9.33,"""""""- Represented School in Drama
- Volunteer in Blood Donation Drive
- Class Monitor
- Assistant Treasurer of Club
- Committee Member of Eco Club""""""",3.97,3.5,Economics / Public Policy,No
5/10/2025 23:16,,22,Female,Malaysian,"RM7,101 – RM10,970",11,G,A+,A+,B,None,B,None,None,E,A-,E,C+,9.33," - Represented school in Drama
- Committee Member of eco Club
- Assistant Treasurer of Club
- volunteer in Blood Donation Drive
- Class Monitor",2.89,2.83,Economics / Public Policy,No
5/10/2025 23:17,,21,Female,Malaysian,"RM7,101 – RM10,970",9,D,G,C+,A+,A+,None,A+,None,None,D,None,None,8.83,"""""""- Committee Member of Eco Club
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive
- Represented School in Drama
- Class Monitor""""""",3.03,3.68,Actuarial Science / Statistics,No
5/10/2025 23:18,,23,Female,Malaysian,"RM7,101 – RM10,970",9,A+,A,D,C+,D,None,A+,None,None,None,G,None,8.95,"""""""- Joined Photography Club
- Member of Library Club
- Participated in School Clean-up
- Booth Helper during Sports Day
- Attended Motivational Camp""""""",2.92,3.84,Actuarial Science / Statistics,No
5/10/2025 23:18,,Others,Female,Malaysian,"RM10,971 – RM15,040",10,B,C+,C,B,None,G,None,None,C,None,D,None,5.33," - participated in school Clean-Up
- Attended Motivational Camp
- Member of Library Club
- Booth Helper during Sports Day
- joined Photography Club",2.84,2.36,Science & Mathematics,No
5/10/2025 23:19,,23,Female,Malaysian,"RM4,851 – RM7,100",8,C,A,B,G,None,A-,G,None,None,G,A,G,9.21,"""""""- Member of Library Club
- Booth Helper during Sports Day
- Attended Motivational Camp
- Participated in School Clean-up
- Joined Photography Club""""""",3.52,3.8,Accounting,No
5/10/2025 23:20,,20,Female,Malaysian,"RM10,971 – RM15,040",10,A+,C+,C,C,None,A,D,E,None,None,B,G,7.43,"""""""- Booth Helper during Sports Day
- Attended Motivational Camp
- Joined Photography Club
- Participated in School Clean-up
- Member of Library Club""""""",2.62,3.27,Science & Mathematics,No
