Timestamp,Username,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
2025/06/30 4:30:49 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A+,A+,A+,None,A+,A+,A,A,A+,None,None,9.23,"; Champion of State Karate-Do Open Tournament
; Finalist in International Astronomy Olympiad 2022
; Co-founder of STEM Girls Malaysia
; Head Prefect of Secondary School, Managed 30-member discipline team
; School MVP for Track & Field 2023
",3.93,3.87,Law / Legal Studies,Yes
2025/06/30 4:31:41 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A+,A,None,A+,A,A,A-,A-,None,None,9.23,"; Best Solo Performance in National Music Festival
; Vice President of Girls Empowerment Club, Conducted Statewide Workshops
; Winner of School-Level Cross Country Marathon
; Founder of 'Green School Project', Awarded by Ministry of Environment
; Best Script Award at Malaysia Student Film Festival 2023
",3.94,3.87,Accounting,Yes
2025/06/30 4:32:41 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A,A+,A,None,A,A-,A-,A-,None,None,9.23,"; Built Reading Corner for Orang Asli Community
; Silver Medalist in Global Innovation Challenge 2023
; Winner of State Visual Art Exhibition 2022
; Led Beach Cleaning Initiative in Langkawi
; Top Scorer in District Basketball League 2022
",3.96,3.89,Actuarial Science / Statistics,Yes
2025/06/30 4:33:38 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,None,A-,A,A,A-,A-,None,None,9.23,"; Champion of National Digital Drawing Contest
; Team Leader for ASEAN Future Leaders Camp
; Grand Prize Winner in Intel ISEF 2022
; President of Malaysian Red Crescent Society School Chapter
; Mentor for Junior Achievement Leadership Program
",3.98,3.91,Science & Mathematics,Yes
2025/06/30 4:34:38 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A-,A-,A+,A,None,A+,A+,A,A,A-,None,None,9.12,"; Active Member of School Environmental Awareness Movement
; Lead Role in State-Level Drama Fest
; Best Research Paper Award at National Young Scientists Conference
; Lead Actress in National Theatre Competition, Won Best Performance Award
; Founder of 'Green School Project', Awarded by Ministry of Environment
",3.96,3.9,"Business, Management & Finance",Yes
2025/06/30 4:36:38 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A+,A+,None,A+,A+,A+,A+,A+,None,None,9.33,"; Volunteered as Tutor for Underprivileged Students
; Silver Medalist in Global Innovation Challenge 2023
; Secretary of Student Council, Led Mental Health Awareness Campaign
; Lead Actress in National Theatre Competition, Won Best Performance Award
; District Champion in Swimming, MSSS Aquatic Meet 2022
",3.95,3.94,Accounting,Yes
2025/06/30 4:37:34 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A-,A+,A+,None,A-,A-,A-,A-,None,None,9.29,"; District Representative in State Cricket Cup
; Winner of Inter-School Badminton Tournament 2023
; Best Research Paper Award at National Young Scientists Conference
; Volunteered 100 Hours at Local Public Library
; Grand Prize Winner in Intel ISEF 2022
",3.95,3.89,Others,Yes
2025/06/30 4:39:04 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A-,A+,A+,None,A,A+,A+,A,A,None,None,9.43,"; District Representative in State Cricket Cup
; Winner of Inter-School Badminton Tournament 2023
; Secretary of Student Council, Led Mental Health Awareness Campaign
; Led Beach Cleaning Initiative in Langkawi
; Organized Charity Food Drive for Orphanages
",3.91,3.93,Computer Science & Information Technology,Yes
2025/06/30 4:39:59 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A,A,A+,None,A,A-,A,A,None,None,9.57,"; National Taekwondo Silver Medalist 2022
; Grand Prize Winner in Intel ISEF 2022
; Assistant Coordinator for State Blood Donation Campaign
; National Finalist in Microsoft Imagine Cup Malaysia
; Top Scorer in District Basketball League 2022
",3.96,3.92,Engineering,Yes
2025/06/30 4:44:33 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A,A-,A+,None,A,A-,A-,A,A,None,None,9.1,"; Student Speaker at National Education Symposium
; Co-founder of STEM Girls Malaysia
; Organizer of Monthly School Recycle Day
; First Prize in ASEAN Chemistry Quiz 2023
; Founder of 'Green School Project', Awarded by Ministry of Environment
",3.89,3.93,Science & Mathematics,Yes
2025/06/30 4:45:52 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A+,A,A+,A-,None,A,A+,A,A,None,None,9.32,"; Directed Short Film for National Anti-Bullying Campaign
; State Gold Medalist in 100m Sprint, MSSM Games 2023
; Represented Malaysia in ASEAN Youth Volleyball Championship
; National Finalist in Microsoft Imagine Cup Malaysia
; Top Scorer in District Basketball League 2022
",3.93,3.89,"Business, Management & Finance",Yes
2025/06/30 4:46:59 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A,A-,A-,None,A-,A-,A-,A-,None,None,9.36,"; Organized Charity Food Drive for Orphanages
; District Champion in Swimming, MSSS Aquatic Meet 2022
; 1st Runner-up in School Photography Contest, Published in Magazine
; Conducted Art Workshop at Regional Education Fair
; Champion of National Robotics Competition 2022
",3.95,3.89,Engineering,Yes
2025/06/30 4:48:37 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A+,A,None,A,A-,A,A,A,None,None,9.13,"; 1st Place at National BioGenomics Hackathon
; Volunteered as Tutor for Underprivileged Students
; Top Scorer in National Science Challenge 2023
; President of Malaysian Red Crescent Society School Chapter
; Community Facilitator in Local Digital Literacy Drive
",3.94,3.89,Actuarial Science / Statistics,Yes
2025/06/30 4:49:47 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A-,A,A,A,A+,None,A-,A-,A-,A-,None,None,9.1,"; Built Reading Corner for Orang Asli Community
; Fundraised RM10,000 for Flood Victims Relief
; Conducted Art Workshop at Regional Education Fair
; National Winner of Young Mathematicians Contest
; Editor-in-Chief of School Magazine, Published 2 Annual Editions
",3.88,3.89,Accounting,Yes
2025/06/30 4:50:37 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,A-,None,A-,A,A+,A-,None,None,9.14,"; Runner-up in National Tennis Junior Cup
; Top Finalist in International Science Video Competition
; President of the Science & Innovation Club, Organized National STEM Fair 2022
; Organized Charity Food Drive for Orphanages
; Community Facilitator in Local Digital Literacy Drive
",3.97,3.89,Actuarial Science / Statistics,Yes
2025/06/30 4:52:21 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A-,A+,A-,A+,None,A,A-,A+,A+,None,None,9.14,"; Finalist in International Astronomy Olympiad 2022
; Best Solo Performance in National Music Festival
; Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
; Founder of 'Green School Project', Awarded by Ministry of Environment
; 1st Runner-up in School Photography Contest, Published in Magazine
",3.97,3.94,"Business, Management & Finance",Yes
2025/06/30 4:54:23 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A+,A+,A+,None,A,A,A,A,None,None,9.35,"; Honored Performer at Merdeka Celebration Parade 2022
; Student Speaker at National Education Symposium
; Led Donation Campaign for War Victims
; Represented Malaysia in ASEAN Youth Volleyball Championship
; Mentor for Junior Achievement Leadership Program
",3.98,3.89,Others,Yes
2025/06/30 4:56:28 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,A-,None,A,A,A+,A+,None,None,9,"; District Representative in State Cricket Cup
; Winner of Inter-School Badminton Tournament 2023
; Co-founder of 'Books for Hope' Donation Program
; Team Leader for ASEAN Future Leaders Camp
; Community Facilitator in Local Digital Literacy Drive
",3.97,3.89,Accounting,Yes
2025/06/30 4:58:00 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,None,A+,A,A,A,A+,None,None,9.23,"; Finalist in International Astronomy Olympiad 2022
; Organizer of Monthly School Recycle Day
; Speaker at Anti-Vape School Awareness Program
; Gold Medal at National Computing Challenge
; Conducted Art Workshop at Regional Education Fair
",3.89,3.92,Economics / Public Policy,Yes
2025/06/30 4:58:50 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A+,A-,A-,None,A-,A,A,A-,None,None,9.12,"; Lead Role in State-Level Drama Fest
; Led Donation Campaign for War Victims
; Assistant Coordinator for State Blood Donation Campaign
; Mentor for Junior Achievement Leadership Program
; Best Script Award at Malaysia Student Film Festival 2023
",3.89,3.92,Law / Legal Studies,Yes
2025/06/30 5:00:39 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A+,A+,None,A,A-,A-,A-,A-,None,None,9.23,"; Chairperson of School Debating Society, Hosted State Debating League
; Organizer of Monthly School Recycle Day
; Club President of Tech for Change, Mentored 50 juniors in programming
; District Champion in Swimming, MSSS Aquatic Meet 2022
; Top Awardee at Malaysia Youth Art Awards 2022
",3.94,3.96,"Business, Management & Finance",Yes
2025/06/30 5:01:32 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A,A,A-,None,A,A,A,A,None,None,9.2,"; Champion of State Karate-Do Open Tournament
; Active Member of School Environmental Awareness Movement
; Lead Role in State-Level Drama Fest
; Silver Medalist in Global Innovation Challenge 2023
; Speaker at Anti-Vape School Awareness Program
",3.97,3.88,Science & Mathematics,Yes
2025/06/30 5:02:42 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A-,A,A-,A+,None,A,A,A,A,None,None,9.21,"; 1st Place at National BioGenomics Hackathon
; Best Solo Performance in National Music Festival
; Vice President of Girls Empowerment Club, Conducted Statewide Workshops
; Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
; Grand Prize Winner in Intel ISEF 2022
",3.89,3.95,Actuarial Science / Statistics,Yes
2025/06/30 5:03:30 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,A,None,A,A-,A,A,None,None,9.2,"; Youth Ambassador for Digital Literacy Movement
; State Gold Medalist in 100m Sprint, MSSM Games 2023
; Team Leader for ASEAN Future Leaders Camp
; School MVP for Track & Field 2023
; Organized Charity Food Drive for Orphanages
",3.92,3.95,Computer Science & Information Technology,Yes
2025/06/30 5:05:02 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A,A,A,None,A+,A,A,A,A,None,None,9.12,"; District Representative in State Cricket Cup
; Runner-up in National Tennis Junior Cup
; Volunteered 100 Hours at Local Public Library
; Gold Medal at National Computing Challenge
; Club President of Tech for Change, Mentored 50 juniors in programming

",3.91,3.89,Accounting,Yes
2025/06/30 5:06:04 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,A-,None,A,A,A,A,None,None,9.3,"; Co-founder of STEM Girls Malaysia
; National Winner of Young Mathematicians Contest
; Lead Actress in National Theatre Competition, Won Best Performance Award
; Organized Charity Food Drive for Orphanages
; Club President of Tech for Change, Mentored 50 juniors in programming
",3.95,3.94,Accounting,Yes
2025/06/30 5:06:57 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,A,None,A-,A-,A,A,None,None,9.12,"; Represented School in International Youth Science Forum
; Winner of State Visual Art Exhibition 2022
; National Winner of Young Mathematicians Contest
; Mentor for Junior Achievement Leadership Program
; Exhibited Original Paintings in State Art Gallery
",3.87,3.1,Law / Legal Studies,Yes
2025/06/30 5:07:51 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A,A,A-,None,A+,A-,A,A,None,None,9,"; Top Scorer in National Science Challenge 2023
; District Champion in Swimming, MSSS Aquatic Meet 2022
; Founder of 'Green School Project', Awarded by Ministry of Environment
; Mentor for Junior Achievement Leadership Program
; Top Scorer in District Basketball League 2022
",3.94,3.91,Economics / Public Policy,Yes
2025/06/30 5:08:38 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,None,A,A,A,A,A,None,None,9.23,"; Winner of Inter-School Badminton Tournament 2023
; Represented School in International Youth Science Forum
; Champion of National Digital Drawing Contest
; Speaker at Anti-Vape School Awareness Program
; Exhibited Original Paintings in State Art Gallery
",3.89,3.92,Engineering,Yes
2025/06/30 5:17:23 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A-,A-,None,A+,A+,A,A,A,None,None,9.2,"; 1st Place at National BioGenomics Hackathon
; Best Solo Performance in National Music Festival
; Top Finalist in International Science Video Competition
; National Winner of Young Mathematicians Contest
; Co-organized Mental Health Webinar for Teens
",3.91,3.92,Accounting,Yes
2025/06/30 5:20:35 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A-,A-,A,None,A,A-,A-,A-,A-,None,None,9.2,"; 1st Place at National BioGenomics Hackathon
; Best Solo Performance in National Music Festival
; Top Finalist in International Science Video Competition
; National Winner of Young Mathematicians Contest
; Co-organized Mental Health Webinar for Teens
",3.88,3.91,Engineering,Yes
2025/06/30 5:21:36 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A+,A,None,A,A,A-,A-,A-,None,None,9.1,"; Top Scorer in National Science Challenge 2023
; Champion of National School Choir Competition 2023
; Active Member of School Environmental Awareness Movement
; Assistant Coordinator for State Blood Donation Campaign
; Lead Actress in National Theatre Competition, Won Best Performance Award
",3.97,3.91,Others,Yes
2025/06/30 5:22:38 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A-,A,None,A+,A,A-,A-,A-,None,None,9.2,"; Organizer of Monthly school Recycle Day
; President of Malaysian Red Crescent Society school Chapter
; Winner of school-Level Cross Country Marathon
; state representative in netball, Bronze in MSSM Nationals
; Community Facilitator in Local Digital Literacy Drive",3.88,3.87,Law / Legal Studies,Yes
2025/06/30 5:23:35 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A-,A,A,None,A+,A+,A+,A+,None,None,9.21,"; Represented Malaysia in Asian Physics Olympiad 2022
; Best Research Paper Award at National Young Scientists Conference
; Best Script Award at Malaysia Student Film Festival 2023
; Lead Actress in National Theatre Competition, Won Best Performance Award
; Club President of Tech for Change, Mentored 50 juniors in programming
",3.97,3.88,Others,Yes
2025/06/30 5:38:17 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A,A,A,A,None,A,A,A,A,A,None,None,9.18,"; Directed Short Film for National Anti-Bullying Campaign
; Co-founder of STEM Girls Malaysia
; Represented school in International Youth Science Forum
; National Finalist in Microsoft Imagine Cup Malaysia
; Exhibited Original Paintings in state Art Gallery",3.97,3.98,Actuarial Science / Statistics,Yes
2025/06/30 5:39:03 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A-,A-,None,A,A,A-,A-,A-,None,None,9.13,"; Finalist in International Astronomy Olympiad 2022
; Directed Short Film for National Anti-Bullying Campaign
; Runner-up in National Tennis Junior Cup
; Best Research Paper Award at National Young Scientists Conference
; Mentor for Junior Achievement Leadership Program
",3.93,3.95,Accounting,Yes
2025/06/30 5:39:53 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A+,A,A-,None,A,A,A,A,None,None,9.2,"; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; Conducted Mask Distribution Drive During Pandemic
; MSSS Chess State Representative, Reached National Quarterfinals
; Founder of 'Green School Project', Awarded by Ministry of Environment
; Top Scorer in District Basketball League 2022
",3.97,3.88,Economics / Public Policy,Yes
2025/06/30 6:43:43 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A+,A+,A+,A,A,None,A-,A-,A+,A+,None,None,9.2,"; 1st Place at National BioGenomics Hackathon
; Active Member of School Environmental Awareness Movement
; Directed Short Film for National Anti-Bullying Campaign
; School MVP for Track & Field 2023
; National Finalist in Microsoft Imagine Cup Malaysia
",3.97,3.89,Accounting,Yes
2025/06/30 6:44:40 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A+,A,A,A-,None,A+,A+,A,A,A-,None,None,9.1,"; Winner of Inter-School Badminton Tournament 2023
; Represented School in International Youth Science Forum
; National Winner of Young Mathematicians Contest
; Lead Actress in National Theatre Competition, Won Best Performance Award
; Top Awardee at Malaysia Youth Art Awards 2022
",3.91,3.98,Actuarial Science / Statistics,Yes
2025/06/30 6:45:40 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A-,A,A+,A+,A+,None,A+,A+,A-,A-,None,None,9.11,"; Chairperson of School Debating Society, Hosted State Debating League
; State Gold Medalist in 100m Sprint, MSSM Games 2023
; Vice President of Girls Empowerment Club, Conducted Statewide Workshops
; Team Leader for ASEAN Future Leaders Camp
; Co-organized Mental Health Webinar for Teens
",3.91,3.86,Others,Yes
2025/06/30 6:46:42 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A+,A,A,A,A+,None,A-,A-,A,A,None,None,9.14,"; Conducted Mask Distribution Drive During Pandemic
; Champion of National Digital Drawing Contest
; Volunteered 100 Hours at Local Public Library
; Grand Prize Winner in Intel ISEF 2022
; Founder of 'Green School Project', Awarded by Ministry of Environment
",3.91,3.88,Economics / Public Policy,Yes
2025/06/30 6:47:34 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A,A,A,A,None,A,A-,A-,A+,A+,None,None,9,"; Volunteered as Tutor for Underprivileged Students
; Directed Short Film for National Anti-Bullying Campaign
; First place in state-Level Traditional Dance Contest
; state representative in netball, Bronze in MSSM Nationals
; Gold Medal at National Computing Challenge",3.91,3.95,"Business, Management & Finance",Yes
2025/06/30 6:48:22 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A,A-,A,A+,A+,None,A+,A,A-,A-,None,None,9.23,"; Student Speaker at National Education Symposium
; Best Solo Performance in National Music Festival
; Lead Role in State-Level Drama Fest
; Best Research Paper Award at National Young Scientists Conference
; 1st Runner-up in School Photography Contest, Published in Magazine
",3.88,3.92,Law / Legal Studies,Yes
2025/06/30 6:49:58 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A,A+,A+,A+,None,A+,A+,A,A,A,None,None,9.2,"; Team Leader for ASEAN Future Leaders Camp
; Secretary of Student Council, Led Mental Health Awareness Campaign
; Grand Prize Winner in Intel ISEF 2022
; President of Malaysian Red Crescent Society School Chapter
; Champion of National Robotics Competition 2022
",3.91,3.92,Science & Mathematics,Yes
2025/06/30 6:50:50 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A,A+,A,A-,A+,None,A-,A-,A-,A,None,None,9.12,"; Student Speaker at National Education Symposium
; Runner-up in National Tennis Junior Cup
; Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
; District Champion in Swimming, MSSS Aquatic Meet 2022
; Organized Charity Food Drive for Orphanages
",3.97,3.89,Engineering,Yes
2025/06/30 6:51:46 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A+,A+,A+,A+,None,A,A+,A+,A+,A+,None,None,9.3,"; 1st Place at National BioGenomics Hackathon
; Honored Performer at Merdeka Celebration Parade 2022
; Fundraised RM10,000 for Flood Victims Relief
; MSSS Chess State Representative, Reached National Quarterfinals
; Founder of 'Green School Project', Awarded by Ministry of Environment
",3.9,3.92,Accounting,Yes
2025/06/30 6:52:43 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,A+,A,A,A+,A+,None,A,A,A,A+,None,None,9.1,"; Champion of National School Choir Competition 2023
; Organizer of Monthly School Recycle Day
; Secretary of Student Council, Led Mental Health Awareness Campaign
; President of Malaysian Red Crescent Society School Chapter
; School MVP for Track & Field 2023
",3.92,3.8,Others,Yes
